18777712;6535;5521;2568;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18777753;228162;9032;1858;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18777772;156656;6743;1647;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18777788;43176;10689;10893;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18777813;232692;2384;10949;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18777848;385686;6743;4661;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18777873;11553;997;1286;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18777974;2986;5521;8401;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778003;227507;6247;888;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778007;228006;2384;8396;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778034;862697;4322;2083;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778063;48953;10949;5521;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778067;8651;2934;9494;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778077;3091;5521;5985;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778094;3293;5521;5985;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778127;219294;8401;985;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778143;156659;8401;5286;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778154;10992;9410;1062;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778187;452648;11364;9410;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778228;226134;6247;888;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778235;219310;5521;8401;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778241;47549;10753;10953;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778247;264998;5985;621;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778275;111790;5521;8401;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778288;161637;4784;4325;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778295;161637;5521;4784;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778335;256577;11364;11364;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778348;8625;5521;8401;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778351;375268;10916;10953;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778355;892097;2083;8830;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778395;227784;2926;2384;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778411;5153;2739;6813;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778415;141398;3624;3023;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778449;383677;9410;6743;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778471;2627;2443;5612;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778475;219294;5521;8401;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778531;383677;6743;4661;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778591;496398;5985;677;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778769;42260;5209;10953;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778822;5156;6813;2739;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778829;5966;8401;5286;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778862;141398;2568;3624;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778892;409231;10779;10873;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18778922;526983;5521;5985;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18778952;82232;4784;7685;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779012;13530;1001;35;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779072;6016;1062;3054;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18779273;42684;10953;10916;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779301;232692;10949;5521;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18779333;993511;11364;6642;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779451;517883;2083;1363;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779487;48953;2384;10949;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18779511;430287;2083;1363;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779545;994132;11364;8693;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779547;540602;4784;2437;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18779571;9887;4784;4325;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779605;2484;9361;8301;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18779607;11570;9410;6743;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18779631;794447;11364;1286;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779665;933157;3546;5521;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
18779691;463475;8141;4683;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779695;47747;10893;10931;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;06.06.2022 18:32;06.06.2022;09.09.9999;2022-06-06 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;240;NULL;NULL
18779725;10936;6743;5521;1900-01-01 00:00:00.000000;9999-09-09 23:59:59.999999;07.06.2022 05:42;07.06.2022;09.09.9999;2022-06-07 00:00:00.000000;9999-09-09 23:59:59.999999;0;100;idmref_cosma_200_07_tx_flight_seg;242;NULL;NULL
